SNB data portal,,,,,,,,,,,,,
https://data.snb.ch/en,,,,,,,,,,,,,
,,,,,,,,,,,,,
Table selection,,,,,,,,,,,,,
"Interest rates, yields and foreign exchange market",,,,,,,,,,,,,
Yields on bond issues – Month,,,,,,,,,,,,,
https://data.snb.ch/en/topics/ziredev/cube/rendoblim,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Please note: This file contains information on breaks in series, but no other information or links.",,,,,,,,,,,,,
"In order to understand the values in this file, it may be necessary to consult the corresponding table.",,,,,,,,,,,,,
"For copyright reasons, the downloading of data series can be restricted.",,,,,,,,,,,,,
,,,,,,,,,,,,,
Unit,In percent,,,,,,,,,,,,
Frequency,End of month,,,,,,,,,,,,
Cube ID,rendoblim,,,,,,,,,,,,
Overview,CHF Swiss Confederation bond issues - 1 year,CHF Swiss Confederation bond issues - 2 years,CHF Swiss Confederation bond issues - 3 years,CHF Swiss Confederation bond issues - 4 years,CHF Swiss Confederation bond issues - 5 years,CHF Swiss Confederation bond issues - 6 years,CHF Swiss Confederation bond issues - 7 years,CHF Swiss Confederation bond issues - 8 years,CHF Swiss Confederation bond issues - 9 years,CHF Swiss Confederation bond issues - 10 years,CHF Swiss Confederation bond issues - 15 years,CHF Swiss Confederation bond issues - 20 years,CHF Swiss Confederation bond issues - 30 years
,EPB@SNB.rendoblim{1J},EPB@SNB.rendoblim{2J},EPB@SNB.rendoblim{3J},EPB@SNB.rendoblim{4J},EPB@SNB.rendoblim{5J},EPB@SNB.rendoblim{6J},EPB@SNB.rendoblim{7J},EPB@SNB.rendoblim{8J},EPB@SNB.rendoblim{9J},EPB@SNB.rendoblim{10J},EPB@SNB.rendoblim{15J},EPB@SNB.rendoblim{20J},EPB@SNB.rendoblim{30J}
2020-10,-0.721,-0.802,-0.822,-0.79,-0.736,-0.68,-0.629,-0.585,-0.548,-0.518,-0.423,-0.376,-0.328
2020-11,-0.796,-0.778,-0.752,-0.721,-0.687,-0.65,-0.614,-0.577,-0.542,-0.509,-0.378,-0.309,-0.314
2020-12,-0.716,-0.782,-0.8,-0.77,-0.722,-0.671,-0.625,-0.585,-0.553,-0.525,-0.441,-0.399,-0.356
2021-01,-0.777,-0.78,-0.762,-0.728,-0.686,-0.639,-0.591,-0.543,-0.497,-0.454,-0.298,-0.232,-0.252
2021-02,-0.777,-0.761,-0.712,-0.644,-0.568,-0.491,-0.416,-0.347,-0.284,-0.229,-0.052,0.014,0.024
2021-03,-0.782,-0.776,-0.736,-0.677,-0.606,-0.532,-0.459,-0.389,-0.325,-0.267,-0.073,-0.001,-0.007
2021-04,-0.785,-0.773,-0.723,-0.652,-0.571,-0.488,-0.409,-0.335,-0.269,-0.21,-0.027,0.031,0.013
2021-05,-0.781,-0.761,-0.702,-0.622,-0.532,-0.441,-0.353,-0.272,-0.199,-0.134,0.071,0.138,0.122
2021-06,-0.778,-0.758,-0.706,-0.635,-0.555,-0.475,-0.397,-0.324,-0.258,-0.2,-0.013,0.054,0.053
2021-07,-0.796,-0.8,-0.771,-0.723,-0.665,-0.602,-0.539,-0.479,-0.423,-0.373,-0.204,-0.144,-0.164
2021-08,-0.779,-0.771,-0.738,-0.69,-0.633,-0.572,-0.511,-0.452,-0.397,-0.347,-0.178,-0.117,-0.149
2021-09,-0.747,-0.713,-0.651,-0.575,-0.494,-0.416,-0.342,-0.275,-0.217,-0.166,-0.017,0.024,0.001
2021-10,-0.654,-0.559,-0.465,-0.376,-0.297,-0.227,-0.168,-0.118,-0.078,-0.046,0.024,0.011,-0.067
2021-11,-0.764,-0.732,-0.671,-0.597,-0.52,-0.447,-0.381,-0.323,-0.274,-0.234,-0.136,-0.134,-0.197
2021-12,-0.683,-0.623,-0.551,-0.475,-0.4,-0.331,-0.268,-0.213,-0.167,-0.127,-0.026,-0.022,-0.095
2022-01,-0.631,-0.524,-0.416,-0.315,-0.225,-0.147,-0.082,-0.029,0.013,0.045,0.105,0.085,0.011
2022-02,-0.623,-0.449,-0.29,-0.156,-0.047,0.043,0.116,0.176,0.224,0.263,0.355,0.357,0.283
2022-03,-0.477,-0.204,0.008,0.177,0.313,0.423,0.511,0.58,0.635,0.677,0.771,0.769,0.701
2022-04,-0.362,-0.091,0.122,0.292,0.431,0.544,0.637,0.713,0.774,0.824,0.949,0.962,0.889
2022-05,-0.352,-0.128,0.058,0.217,0.353,0.469,0.567,0.651,0.72,0.779,0.944,0.987,0.944
2022-06,-0.079,0.104,0.293,0.472,0.633,0.774,0.895,0.996,1.08,1.149,1.337,1.39,1.384
2022-07,0.082,-0.04,-0.043,0.04,0.148,0.251,0.339,0.412,0.471,0.52,0.67,0.746,0.821
2022-08,0.462,0.557,0.592,0.625,0.66,0.694,0.724,0.748,0.769,0.786,0.839,0.866,0.893
2022-09,0.518,0.629,0.74,0.843,0.932,1.006,1.065,1.11,1.142,1.163,1.16,1.08,0.913
2022-10,0.465,0.533,0.622,0.718,0.812,0.896,0.97,1.032,1.082,1.12,1.184,1.132,0.97
2022-11,0.836,0.892,0.915,0.932,0.95,0.97,0.992,1.014,1.035,1.055,1.12,1.13,1.053
2022-12,1.134,1.245,1.32,1.377,1.424,1.464,1.497,1.525,1.548,1.565,1.599,1.577,1.476
2023-01,1.03,0.996,1.023,1.063,1.105,1.144,1.178,1.209,1.235,1.257,1.317,1.322,1.261
2023-02,1.236,1.245,1.278,1.313,1.345,1.373,1.397,1.417,1.433,1.446,1.475,1.466,1.409
2023-03,1.074,1.059,1.098,1.136,1.166,1.188,1.204,1.215,1.222,1.227,1.225,1.205,1.165
2023-04,1.13,0.975,0.952,0.961,0.98,1.002,1.024,1.045,1.064,1.08,1.134,1.148,1.118
2023-05,1.196,0.892,0.798,0.774,0.775,0.786,0.802,0.818,0.834,0.848,0.897,0.909,0.871
2023-06,1.436,1.26,1.139,1.059,1.009,0.98,0.965,0.96,0.961,0.966,0.994,0.988,0.897
2023-07,1.406,1.222,1.106,1.036,0.997,0.977,0.97,0.97,0.974,0.979,0.993,0.971,0.892
2023-08,1.334,1.082,1.002,0.973,0.961,0.957,0.956,0.955,0.954,0.952,0.934,0.906,0.847
2023-09,1.357,1.162,1.097,1.076,1.071,1.072,1.076,1.08,1.084,1.087,1.089,1.075,1.029
2023-10,1.434,1.15,1.012,0.961,0.952,0.962,0.981,1.003,1.025,1.046,1.115,1.128,1.056
2023-11,1.407,1.152,0.987,0.892,0.843,0.82,0.812,0.812,0.816,0.822,0.839,0.823,0.727
2023-12,1.255,0.992,0.843,0.76,0.714,0.689,0.675,0.666,0.66,0.656,0.63,0.59,0.494
2024-01,1.26,0.983,0.852,0.798,0.781,0.782,0.792,0.804,0.817,0.83,0.869,0.868,0.8
2024-02,1.25,1.047,0.934,0.872,0.841,0.826,0.821,0.821,0.824,0.828,0.842,0.833,0.767
2024-03,1.049,0.838,0.757,0.716,0.691,0.674,0.662,0.652,0.645,0.639,0.622,0.613,0.605
2024-04,1.053,0.891,0.815,0.775,0.751,0.734,0.722,0.711,0.702,0.693,0.657,0.628,0.589
2024-05,1.258,1.154,1.081,1.03,0.994,0.968,0.949,0.935,0.924,0.915,0.88,0.843,0.759
2024-06,0.944,0.742,0.651,0.609,0.587,0.575,0.568,0.564,0.561,0.559,0.552,0.541,0.515
2024-07,0.82,0.611,0.521,0.482,0.466,0.459,0.455,0.453,0.452,0.45,0.433,0.404,0.342
2024-08,0.658,0.507,0.456,0.441,0.438,0.44,0.444,0.447,0.45,0.451,0.443,0.418,0.359
2024-09,0.525,0.361,0.328,0.33,0.342,0.357,0.373,0.387,0.399,0.41,0.434,0.427,0.374
2024-10,0.433,0.305,0.291,0.309,0.336,0.363,0.389,0.413,0.433,0.451,0.497,0.495,0.432
2024-11,0.339,0.172,0.124,0.128,0.15,0.18,0.211,0.24,0.266,0.289,0.359,0.368,0.298
2024-12,0.091,0.004,0.026,0.071,0.121,0.169,0.213,0.252,0.287,0.317,0.408,0.428,0.369
2025-01,0.169,0.121,0.141,0.178,0.218,0.257,0.294,0.327,0.357,0.383,0.469,0.5,0.474
2025-02,0.126,0.134,0.174,0.216,0.255,0.29,0.322,0.35,0.375,0.396,0.47,0.501,0.494
2025-03,0.079,0.103,0.157,0.218,0.279,0.336,0.388,0.435,0.477,0.514,0.636,0.683,0.655
2025-04,0.005,-0.04,-0.035,0.002,0.054,0.113,0.172,0.229,0.28,0.326,0.463,0.493,0.436
